,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
11388, on 06/20/16 05:43 AM (PDT),palebeachbum ,2012 Nissan Versa Sedan 1.6 SV 4dr Sedan (1.6L 4cyl CVT),NOT WORTH IT," This was my first brand-new car and my first Nissan vehicle. I expected good overall long-term quality. I was severely let down. Within the first 1,000 miles of ownership, squeaks and rattles all around the interior began. Primarily at the passenger side of the dash, the headliner, and drivers door. Constant squeaks and chirps. Very annoying from a brand-new car! Next, the front suspension began squeaking badly. I had Nissan take a look. They found nothing wrong, so I had to live with it. Then, the paint began peeling in a couple of areas. At the A-pillar and also around the rear tail lights. Nissan repaired the paint under warranty. Then the car required replacement of the catalytic converter heat shield twice within my ownership, under warranty. It's clearly a defective part. The transmission NEVER felt right from day one. It made creaking and whistling noises. It was very jerky in operation. It had a lot of behavioral problems. I hated the transmission. Luckily, I got rid of the car before it had a catastrophic failure. The windshield wiper linkage was loosening badly. The wiper arm movement became very disjointed and sloppy. Although the interior was cavernous for such a little car, the ergonomics were terrible. In 2yrs of ownerships, I never found a comfortable driving position. If I adjusted the seat to be a comfortable distance from the pedals, the steering wheel felt too far away. If I adjusted to be comfortable distance from the wheel, the pedals were too close. A telescopic steering wheel would have solved this. More reach is required. Ingress/egress was excellent! The option packaging on this car was comically bad. I owned the mid-spec SV trim. The car was missing some critical features some comparable cars offer in base trim. No split-folding rear seat? No variable intermittent wipers? Only 4 (crumby sounding) speakers for the stereo? Aside from the transmission issues above, other aspects of the engineering were quite poor as well. The steering was horrible. It was terribly light and offered no road feel at all. Trying to drive in a straight line on the interstate was pretty much impossible. The car liked to dart back and forth. Ride quality was very smooth...until you hit a bump, then it just hammered over it. The brakes were excellent. One bright spot to this car's driving dynamics. Acceleration was adequate, but the transmission made it a clumsy, miserable experience. Handling was pretty decent, but the skinny tires didn't have much grip. If you enjoy driving at all, this is not the car for you. It has no personality at all and drives like an appliance. This car's pluses are its cavernous interior, braking performance, and excellent fuel economy. I absolutely do not recommend this model of car new or used though. Exceptionally poor quality/reliability overall. I was so disappointed in this car I traded it in after only 2yrs and 56k miles and am leery of buying any new Nissan in the future. I switched to a new Mitsubishi and am much happier in the 3yrs and 51k miles I've owned it. Much better quality and reliability, not to mention a 10y/100k mile warranty.",3
11389, on 06/11/16 16:10 PM (PDT),Teriaune ,2012 Nissan Versa Sedan 1.6 SL 4dr Sedan (1.6L 4cyl CVT),Transmission problem, This car is not worth the money are headache. The transmission is awful. Peace of junk. Please let me no when the class action law suit starts are recall because this is ridiculous.,1
11390, on 06/06/16 07:46 AM (PDT),Andrew ,2012 Nissan Versa Sedan 1.6 S 4dr Sedan (1.6L 4cyl CVT),"CVT is defective, should be recalled.."," Bought the car from a used car dealership and initially had 63k on it in Sept. 2015. Drove great for about 10k miles and then started doing weird things on me which almost felt like the car was choking out from a stop or a rolling acceleration at lower speeds. Got it looked at by goodyear down the road from me and the recommended that i get a fuel injection cleaning, which did seem to help for a little while until it started doing it again a couple thousand miles later. A few thousand miles later my engine light comes on and come to find out it was my cvt transmission all along. Worst purchase of my life hands down, had the car 8 months and put about 15k on it and now it needs a $3500+ dollar repair (as well as many others) to keep it on the road. Nissan to this point has not been helpful in any way even though they know that this is a very common problem on a very poorly manufactured design, would tell anyone and everyone to steer clear of this vehicle with the cvt transmission.",1
11391, on 05/25/16 12:34 PM (PDT),Wilma Transou ,2012 Nissan Versa Sedan 1.6 SV 4dr Sedan (1.6L 4cyl CVT),A Total Disappointment," I purchased this Versa in 2013; after about 68,000 miles I started having transmission problems. I was totally frustrated especially after no one would take responsibility for the problem. It is just a disgrace that so many other owners of the same model are having transmission problem as well and there should be a class action lawsuit against the manufacturers of this vehicle!!!!!",2
11392, on 03/13/16 05:35 AM (PDT),A. Ellison ,2012 Nissan Versa Sedan 1.6 S 4dr Sedan (1.6L 4cyl 5M),fuel pump went out at 50k," I have a love/hate thing with this car. It's roomy for a compact car, great mpg, attractive, easy and comfortable to drive. The problem is,  numerous recalls, fuel pump went out at 50k miles, just outside of warranty,  and pretty expensive repair. Have had R headlamp go out every 90 days or so, turns out to be a fuse, and now the same with reverse lamp. I would not recommend this car, and it pains me to say because I have always loved/been loyal to Nissans.Update: about 6 months/approx 6 to 8 thousand miles later, the transmission went bad. My dealer quoted an almost $6,000 repair bill. Our payoff was less than that, so after pleading and arguing with Nissan North America, who basically told us we were on our own, we took our business elsewhere and traded in the awful car for a different brand. Not only are Nissans no longer quality vehicles, but Nissan North America doesn't give one thought if you are a loyal customer and have bought multiple vehicles from them. They will NOT stand behind their vehicles. Never again will I purchase another Nissan.",2
11393, on 02/18/16 18:23 PM (PST),Mary  Tim ,2012 Nissan Versa Sedan 1.6 S 4dr Sedan (1.6L 4cyl 5M),bad experience," nissan versa is the worst car that i never had, junk, transmission broke after 60.000 miles, of course the warranty is over after 60, so i have to pay for a new one because this stupid car need a special transmission...... it cost me almost 3.000 thousand dollars, after one year the radiator broke and the starter doesn't work, i am sick and tired of this car, i hate it",1
11394, on 01/19/16 10:55 AM (PST),Rose ,2012 Nissan Versa Sedan 1.6 S 4dr Sedan (1.6L 4cyl 5M),Nisan Versa 2012 Sucks, It is worse car ever. Too much of maintenance required.,1
11395, on 12/09/14 06:35 AM (PST),manycars1 ,2012 Nissan Versa Sedan 1.6 S 4dr Sedan (1.6L 4cyl CVT),Realistic expectaiton still to much to meet for this car," Just hit 68k and the CVT is shot. First thing to give me problems were the breaks at about 12k. From there is was heat shields on the exhaust to door seals. I bought this car to get back and forth to work (150mile round trip). All I expected was a affordable car to get me to and from work at the most reasonable cost. I purchased the Nissan after comparing it to my normally purchased vehicles and it was a better value, it actually exceeded in over all space in a real world comparison to Chevy and Ford. MPG avg is 37.1 but the 10.9 tank.....10 gal usable, keeps me at the gas station every 2 to 3 days. As of now it is dead in my driveway, will not move. ",2.125
11396, on 11/05/14 10:26 AM (PST),dannybrown92 ,2012 Nissan Versa Sedan 1.6 SV 4dr Sedan (1.6L 4cyl CVT),Very Unreliable," I purchased a 2012 Nissan Versa SV certified preowned in September of 2013 with 25k miles. For the first seven months, the car was fine, but after that is when all issues started to occur. My brakes were making noises when I would hit them. It was a whistling noise. I paid to my rotors resurfaced, but that wasn't the issue. I needed the rear shoes replaced. About four months later, my transmission failed at 34k miles. Right after that, my starter went bad and right after that I needed new brake calipers. Everything accept rotors were under warranty. The car would make weird noises that went undiagnosed. All of these issues occurred before hitting 36k miles. Traded car in after 1 year.",1.875
11397, on 08/04/14 19:26 PM (PDT),cgklaskin ,2012 Nissan Versa Sedan 1.6 S 4dr Sedan (1.6L 4cyl CVT),terrible," If I could give this negative stars, I would. This was the first brand new car that we had ever owned. We took such good care of it, changed the oil religiously, did all maintenance, everything we were supposed to. Two years and 80,000 miles later, the car is toast. The transmission is shot and there are so many other problems, the dealership said it was probably not worth fixing. Nissan refused to even discuss any kind of deal. They refused to give the name of the operations manager who refused help. I will never buy another Nissan and will tell everyone how awful they are. Do not buy Nissan.",1.875
11398, on 07/26/14 16:35 PM (PDT),panthers98 ,2012 Nissan Versa Sedan 1.6 SV 4dr Sedan (1.6L 4cyl CVT),"Initial overall value attractive, then a disappointment"," I bought my 2012 re-designed Versa sedan in November of 2011.Initial overall value appeared excellent, but shortcomings are becoming evident, hopefully they have engineered-out these problems.This was the first vehicle I have owned with an automatic transmission, let alone the CVT, so I opted for an extended warranty. Thank God I did since it had to be replaced at 80K miles.Have replaced every exterior bulb at least once.Tire pressure sensor light goes on and rear right tire goes flat about every 2 weeks unexplained.Plastic dashboard attracts lint like I have a cat sitting up there.CVT/engine combination sounds like it is going to blow up when strong acceleration is needed.",3
